chain,temperature,mean_energy,mean_energy_per_particle,energy_fluctuation,heat_capacity_over_k,heat_capacity_per_particle,acceptance_rate,unfavorable_accepted,energy_discrepancy,max_displacement,production_steps,accepted_moves,tracked_energy,recalculated_energy
4,0.17499999999999999,260.30893333333336,1.0412357333333335,15.614246862212894,509.85295876613537,2.0394118350645414,0.30884948000000001,393469,0,0.18874368000000008,300000000,92654844,262,262
4,0.16500000000000001,256.71475333333331,1.0268590133333333,9.8865743391797878,363.14322641615377,1.4525729056646151,0.30236752666666666,139797,0,0.18874368000000008,150000000,45355129,265,265
4,0.155,253.48430666666667,1.0139372266666666,5.0617403859578189,210.6863844311267,0.84274553772450678,0.29733885333333332,94846,0,0.18874368000000008,150000000,44600828,251,251
4,0.14999999999999999,252.11018666666666,1.0084407466666667,3.9690455651580123,176.40202511813388,0.70560810047253553,0.29418901333333336,76103,0,0.18874368000000008,150000000,44128352,253,253
5,0.25,351.89294000000001,1.4075717599999999,40.433318156399764,646.93309050239623,2.5877323620095849,0.27004676,303362,0,0.32000000000000006,50000000,13502338,350,350
5,0.23999999999999999,345.20060000000001,1.3808024000000001,39.975519639992854,694.0194381943204,2.7760777527772817,0.2583723,256410,0,0.32000000000000006,50000000,12918615,346,346
5,0.23000000000000001,338.12540000000001,1.3525016000000001,40.257194839985459,761.00557353469674,3.0440222941387871,0.31366366000000001,222695,0,0.25600000000000006,50000000,15683183,336,336
5,0.22,330.17195333333331,1.3206878133333333,41.463972051176825,856.69363742100882,3.4267745496840352,0.30035228666666669,550542,0,0.25600000000000006,150000000,45052843,321,321
5,0.20999999999999999,322.10667999999998,1.2884267199999999,42.206872710943571,957.07194355881131,3.8282877742352452,0.28673169333333332,447743,0,0.25600000000000006,150000000,43009754,326,326
5,0.20499999999999999,316.96776666666665,1.2678710666666666,47.40954101223906,1128.1270913084848,4.5125083652339386,0.27872699333333334,399897,0,0.25600000000000006,150000000,41809049,315,315
5,0.20300000000000001,317.05561333333333,1.2682224533333333,36.377827157150023,882.76413300856655,3.5310565320342664,0.27687517333333334,380184,0,0.25600000000000006,150000000,41531276,312,312
5,0.20100000000000001,314.89944666666668,1.2595977866666668,42.93018902715994,1062.6021392331857,4.2504085569327428,0.27407159333333331,363729,0,0.25600000000000006,150000000,41110739,310,310
5,0.19900000000000001,311.16199999999998,1.244648,53.339756000015768,1346.9295219821661,5.3877180879286639,0.26952758999999998,694738,0,0.25600000000000006,300000000,80858277,314,314
5,0.19700000000000001,308.63187666666664,1.2345275066666666,66.269315211466164,1707.5759543267325,6.8303038173069295,0.26625205333333335,662668,0,0.25600000000000006,300000000,79875616,302,302
5,0.19500000000000001,307.01887333333332,1.2280754933333333,51.534870463961852,1355.2891640752623,5.4211566563010489,0.33462044666666668,642366,0,0.20480000000000007,300000000,100386134,309,309
5,0.193,304.05446000000001,1.2162178400000001,56.445534108395805,1515.3570326289512,6.0614281305158046,0.27265842000000001,602577,0,0.24576000000000006,300000000,81797526,297,297
5,0.191,281.94637666666665,1.1277855066666667,155.9459878714697,4274.7180140749897,17.09887205629996,0.25244634666666665,587155,0,0.24576000000000006,300000000,75733904,293,293
5,0.189,281.58530666666667,1.1263412266666666,176.82115610595793,4950.0617593560628,19.800247037424253,0.25167834,556040,0,0.24576000000000006,300000000,75503502,271,271
5,0.187,270.17104999999998,1.0806841999999999,56.779091897522449,1623.697900927177,6.4947916037087081,0.31037508000000003,552697,0,0.19660800000000006,300000000,93112524,271,271
5,0.185,268.26999333333333,1.0730799733333334,69.219436933286488,2022.4817219367858,8.0899268877471435,0.31034770333333334,527587,0,0.19660800000000006,300000000,93104311,276,276
5,0.183,260.28239666666667,1.0411295866666668,19.041035455986275,568.57581462528822,2.2743032585011527,0.30742981000000003,504538,0,0.19660800000000006,300000000,92228943,256,256
5,0.18099999999999999,259.36208666666664,1.0374483466666666,12.435579912504181,379.58486958591561,1.5183394783436623,0.30633226333333335,477721,0,0.19660800000000006,300000000,91899679,256,256
5,0.17899999999999999,259.00182333333333,1.0360072933333333,15.336106675458723,478.64007601069636,1.9145603040427854,0.30576140666666668,449811,0,0.19660800000000006,300000000,91728422,258,258
5,0.17699999999999999,258.14780000000002,1.0325912000000002,11.329015159979463,361.61432410799785,1.4464572964319913,0.30473641000000001,422052,0,0.19660800000000006,300000000,91420923,259,259
5,0.17499999999999999,257.4803,1.0299212,10.471345243335236,341.9214773333955,1.367685909333582,0.30322055666666664,395178,0,0.19660800000000006,300000000,90966167,258,258
5,0.16500000000000001,254.78037333333333,1.0191214933333332,6.2579641272895969,229.86094131458572,0.91944376525834282,0.30025264666666668,140276,0,0.19660800000000006,150000000,45037897,254,254
5,0.155,252.95309333333333,1.0118123733333333,2.9966930979571771,124.73228295347251,0.49892913181389004,0.29787268,95591,0,0.19660800000000006,150000000,44680902,253,253
